[step],attendance
245.0,64.0
246.0,68.0
247.0,68.0
248.0,66.0
249.0,65.0
250.0,65.0
251.0,64.0
252.0,67.0
253.0,68.0
254.0,67.0
255.0,65.0
256.0,64.0
257.0,66.0
258.0,64.0
259.0,68.0
260.0,68.0
261.0,66.0
262.0,65.0
263.0,65.0
264.0,64.0
265.0,67.0
266.0,68.0
267.0,67.0
268.0,65.0
269.0,64.0
270.0,66.0
271.0,64.0
272.0,68.0
273.0,68.0
274.0,66.0
275.0,65.0
276.0,65.0
277.0,64.0
278.0,67.0
279.0,68.0
280.0,67.0
281.0,65.0
282.0,64.0
283.0,66.0
284.0,64.0
285.0,68.0
286.0,68.0
287.0,66.0
288.0,65.0
289.0,65.0
290.0,64.0
291.0,67.0
292.0,68.0
293.0,67.0
294.0,65.0
295.0,64.0
296.0,66.0
297.0,64.0
298.0,68.0
299.0,68.0
300.0,66.0
301.0,65.0
302.0,65.0
303.0,64.0
304.0,67.0
305.0,68.0
306.0,67.0
307.0,65.0
308.0,64.0
309.0,66.0
310.0,64.0
311.0,68.0
312.0,68.0
313.0,66.0
314.0,65.0
315.0,65.0
316.0,64.0
317.0,67.0
318.0,68.0
319.0,67.0
320.0,65.0
321.0,64.0
322.0,66.0
323.0,64.0
324.0,68.0
325.0,68.0
326.0,66.0
327.0,65.0
328.0,65.0
329.0,64.0
330.0,67.0
331.0,68.0
332.0,67.0
333.0,65.0
334.0,64.0
335.0,66.0
336.0,64.0
337.0,68.0
338.0,68.0
339.0,66.0
340.0,65.0
341.0,65.0
342.0,64.0
343.0,67.0
344.0,68.0
345.0,67.0
346.0,65.0
347.0,64.0
348.0,66.0
349.0,64.0
350.0,68.0
351.0,68.0
352.0,66.0
353.0,65.0
354.0,65.0
355.0,64.0
356.0,67.0
357.0,68.0
358.0,67.0
359.0,65.0
360.0,64.0
361.0,66.0
362.0,64.0
363.0,68.0
364.0,68.0
365.0,66.0
366.0,65.0
367.0,65.0
368.0,64.0
369.0,67.0
370.0,68.0
371.0,67.0
372.0,65.0
373.0,64.0
374.0,66.0
375.0,64.0
376.0,68.0
377.0,68.0
378.0,66.0
379.0,65.0
380.0,65.0
381.0,64.0
382.0,67.0
383.0,68.0
384.0,67.0
385.0,65.0
386.0,64.0
387.0,66.0
388.0,64.0
389.0,68.0
390.0,68.0
391.0,66.0
392.0,65.0
393.0,65.0
394.0,64.0
395.0,67.0
396.0,68.0
397.0,67.0
398.0,65.0
399.0,64.0
400.0,66.0
401.0,64.0
402.0,68.0
403.0,68.0
404.0,66.0
405.0,65.0
406.0,65.0
407.0,64.0
408.0,67.0
409.0,68.0
410.0,67.0
411.0,65.0
412.0,64.0
413.0,66.0
414.0,64.0
415.0,68.0
416.0,68.0
417.0,66.0
418.0,65.0
419.0,65.0
420.0,64.0
421.0,67.0
422.0,68.0
423.0,67.0
424.0,65.0
425.0,64.0
426.0,66.0
427.0,64.0
428.0,68.0
429.0,68.0
430.0,66.0
431.0,65.0
432.0,65.0
433.0,64.0
434.0,67.0
435.0,68.0
436.0,67.0
437.0,65.0
438.0,64.0
439.0,66.0
440.0,64.0
441.0,68.0
442.0,68.0
443.0,66.0
444.0,65.0
445.0,65.0
446.0,64.0
447.0,67.0
448.0,68.0
449.0,67.0
450.0,65.0
451.0,64.0
452.0,66.0
453.0,64.0
454.0,68.0
455.0,68.0
456.0,66.0
457.0,65.0
458.0,65.0
459.0,64.0
460.0,67.0
461.0,68.0
462.0,67.0
463.0,65.0
464.0,64.0
465.0,66.0
466.0,64.0
467.0,68.0
468.0,68.0
469.0,66.0
470.0,65.0
471.0,65.0
472.0,64.0
473.0,67.0
474.0,68.0
475.0,67.0
476.0,65.0
477.0,64.0
478.0,66.0
479.0,64.0
480.0,68.0
481.0,68.0
482.0,66.0
483.0,65.0
484.0,65.0
485.0,64.0
486.0,67.0
487.0,68.0
488.0,67.0
489.0,65.0
490.0,64.0
491.0,66.0
492.0,64.0
493.0,68.0
494.0,68.0
495.0,66.0
496.0,65.0
497.0,65.0
498.0,64.0
499.0,67.0
500.0,68.0
0.0,12.0
1.0,58.0
2.0,55.0
3.0,49.0
4.0,53.0
5.0,51.0
6.0,49.0
7.0,50.0
8.0,45.0
9.0,48.0
10.0,52.0
11.0,32.0
12.0,43.0
13.0,44.0
14.0,45.0
15.0,45.0
16.0,46.0
17.0,48.0
18.0,41.0
19.0,47.0
20.0,43.0
21.0,49.0
22.0,40.0
23.0,46.0
24.0,45.0
25.0,45.0
26.0,44.0
27.0,44.0
28.0,47.0
29.0,42.0
30.0,46.0
31.0,42.0
32.0,45.0
33.0,42.0
34.0,46.0
35.0,44.0
36.0,44.0
37.0,46.0
38.0,42.0
39.0,47.0
40.0,45.0
41.0,46.0
42.0,42.0
43.0,45.0
44.0,45.0
45.0,45.0
46.0,42.0
47.0,45.0
48.0,47.0
49.0,40.0
50.0,45.0
51.0,45.0
52.0,45.0
53.0,42.0
54.0,46.0
55.0,45.0
56.0,45.0
57.0,44.0
58.0,44.0
59.0,47.0
60.0,42.0
61.0,46.0
62.0,45.0
63.0,45.0
64.0,42.0
65.0,43.0
66.0,46.0
67.0,44.0
68.0,46.0
69.0,42.0
70.0,46.0
71.0,42.0
72.0,46.0
73.0,42.0
74.0,44.0
75.0,45.0
76.0,43.0
77.0,45.0
78.0,44.0
79.0,46.0
80.0,41.0
81.0,45.0
82.0,44.0
83.0,46.0
84.0,43.0
85.0,43.0
86.0,47.0
87.0,42.0
88.0,46.0
89.0,45.0
90.0,45.0
91.0,41.0
92.0,44.0
93.0,44.0
94.0,45.0
95.0,45.0
96.0,44.0
97.0,46.0
98.0,41.0
99.0,45.0
100.0,45.0
101.0,46.0
102.0,43.0
103.0,43.0
104.0,45.0
105.0,43.0
106.0,46.0
107.0,44.0
108.0,46.0
109.0,43.0
110.0,43.0
111.0,43.0
112.0,47.0
113.0,45.0
114.0,43.0
115.0,44.0
116.0,44.0
117.0,45.0
118.0,43.0
119.0,45.0
120.0,46.0
121.0,46.0
122.0,44.0
123.0,44.0
124.0,46.0
125.0,44.0
126.0,45.0
127.0,44.0
128.0,46.0
129.0,45.0
130.0,43.0
131.0,45.0
132.0,45.0
133.0,46.0
134.0,42.0
135.0,45.0
136.0,46.0
137.0,43.0
138.0,45.0
139.0,45.0
140.0,46.0
141.0,43.0
142.0,45.0
143.0,45.0
144.0,46.0
145.0,42.0
146.0,44.0
147.0,47.0
148.0,44.0
149.0,46.0
150.0,44.0
151.0,46.0
152.0,44.0
153.0,45.0
154.0,44.0
155.0,47.0
156.0,46.0
157.0,43.0
158.0,45.0
159.0,44.0
160.0,45.0
161.0,42.0
162.0,45.0
163.0,45.0
164.0,45.0
165.0,44.0
166.0,44.0
167.0,47.0
168.0,42.0
169.0,45.0
170.0,45.0
171.0,46.0
172.0,43.0
173.0,42.0
174.0,46.0
175.0,44.0
176.0,46.0
177.0,42.0
178.0,46.0
179.0,43.0
180.0,45.0
181.0,42.0
182.0,45.0
183.0,47.0
184.0,41.0
185.0,47.0
186.0,45.0
187.0,46.0
188.0,41.0
189.0,45.0
190.0,46.0
191.0,47.0
192.0,43.0
193.0,45.0
194.0,46.0
195.0,39.0
196.0,46.0
197.0,45.0
198.0,46.0
199.0,41.0
200.0,44.0
201.0,45.0
202.0,46.0
203.0,44.0
204.0,44.0
205.0,46.0
206.0,41.0
207.0,46.0
208.0,43.0
209.0,46.0
210.0,42.0
211.0,44.0
212.0,45.0
213.0,43.0
214.0,45.0
215.0,43.0
216.0,46.0
217.0,42.0
218.0,45.0
219.0,44.0
220.0,44.0
221.0,45.0
222.0,44.0
223.0,46.0
224.0,42.0
225.0,45.0
226.0,44.0
227.0,47.0
228.0,43.0
229.0,42.0
230.0,47.0
231.0,43.0
232.0,46.0
233.0,43.0
234.0,45.0
235.0,43.0
236.0,45.0
237.0,42.0
238.0,45.0
239.0,47.0
240.0,42.0
241.0,45.0
242.0,45.0
243.0,44.0
244.0,41.0
245.0,46.0
246.0,45.0
247.0,46.0
248.0,44.0
249.0,44.0
250.0,47.0
251.0,41.0
252.0,47.0
253.0,45.0
254.0,46.0
255.0,42.0
256.0,43.0
257.0,45.0
258.0,44.0
259.0,45.0
260.0,42.0
261.0,46.0
262.0,42.0
263.0,46.0
264.0,42.0
265.0,47.0
266.0,43.0
267.0,43.0
268.0,46.0
269.0,46.0
270.0,46.0
271.0,41.0
272.0,47.0
273.0,43.0
274.0,44.0
275.0,42.0
276.0,44.0
277.0,47.0
278.0,42.0
279.0,49.0
280.0,43.0
281.0,45.0
282.0,43.0
283.0,45.0
284.0,44.0
285.0,46.0
286.0,46.0
287.0,43.0
288.0,46.0
289.0,42.0
290.0,45.0
291.0,44.0
292.0,46.0
293.0,43.0
294.0,42.0
295.0,46.0
296.0,45.0
297.0,47.0
298.0,41.0
299.0,45.0
300.0,43.0
301.0,47.0
302.0,42.0
303.0,43.0
304.0,47.0
305.0,41.0
306.0,48.0
307.0,41.0
308.0,47.0
309.0,42.0
310.0,44.0
311.0,44.0
312.0,46.0
313.0,45.0
314.0,42.0
315.0,46.0
316.0,42.0
317.0,45.0
318.0,43.0
319.0,44.0
320.0,46.0
321.0,46.0
322.0,45.0
323.0,43.0
324.0,45.0
325.0,44.0
326.0,46.0
327.0,43.0
328.0,45.0
329.0,45.0
330.0,41.0
331.0,45.0
332.0,46.0
333.0,46.0
334.0,40.0
335.0,45.0
336.0,45.0
337.0,46.0
338.0,42.0
339.0,45.0
340.0,47.0
341.0,41.0
342.0,48.0
343.0,43.0
344.0,45.0
345.0,42.0
346.0,43.0
347.0,45.0
348.0,47.0
349.0,45.0
350.0,42.0
351.0,46.0
352.0,41.0
353.0,47.0
354.0,42.0
355.0,44.0
356.0,45.0
357.0,44.0
358.0,46.0
359.0,44.0
360.0,45.0
361.0,42.0
362.0,44.0
363.0,43.0
364.0,46.0
365.0,45.0
366.0,44.0
367.0,46.0
368.0,42.0
369.0,44.0
370.0,45.0
371.0,46.0
372.0,43.0
373.0,45.0
374.0,46.0
375.0,42.0
376.0,47.0
377.0,44.0
378.0,46.0
379.0,43.0
380.0,44.0
381.0,45.0
382.0,45.0
383.0,44.0
384.0,44.0
385.0,45.0
386.0,42.0
387.0,45.0
388.0,44.0
389.0,45.0
390.0,46.0
391.0,43.0
392.0,46.0
393.0,44.0
394.0,45.0
395.0,42.0
396.0,44.0
397.0,46.0
398.0,47.0
399.0,42.0
400.0,46.0
401.0,47.0
402.0,42.0
403.0,44.0
404.0,44.0
405.0,47.0
406.0,42.0
407.0,47.0
408.0,43.0
409.0,42.0
410.0,46.0
411.0,45.0
412.0,46.0
413.0,41.0
414.0,47.0
415.0,43.0
416.0,44.0
417.0,43.0
418.0,46.0
419.0,47.0
420.0,42.0
421.0,48.0
422.0,44.0
423.0,44.0
424.0,42.0
425.0,44.0
426.0,46.0
427.0,46.0
428.0,45.0
429.0,42.0
430.0,45.0
431.0,41.0
432.0,45.0
433.0,44.0
434.0,45.0
435.0,45.0
436.0,43.0
437.0,46.0
438.0,45.0
439.0,46.0
440.0,43.0
441.0,45.0
442.0,45.0
443.0,44.0
444.0,44.0
445.0,44.0
446.0,46.0
447.0,43.0
448.0,45.0
449.0,44.0
450.0,46.0
451.0,44.0
452.0,45.0
453.0,45.0
454.0,46.0
455.0,45.0
456.0,44.0
457.0,45.0
458.0,44.0
459.0,46.0
460.0,44.0
461.0,46.0
462.0,46.0
463.0,45.0
464.0,45.0
465.0,45.0
466.0,46.0
467.0,44.0
468.0,45.0
469.0,45.0
470.0,46.0
471.0,43.0
472.0,46.0
473.0,46.0
474.0,45.0
475.0,43.0
476.0,45.0
477.0,46.0
478.0,45.0
479.0,45.0
480.0,45.0
481.0,46.0
482.0,44.0
483.0,45.0
484.0,45.0
485.0,46.0
486.0,45.0
487.0,45.0
488.0,45.0
489.0,45.0
490.0,46.0
491.0,44.0
492.0,45.0
493.0,45.0
494.0,46.0
495.0,44.0
496.0,45.0
497.0,45.0
498.0,45.0
499.0,45.0
500.0,45.0
0.0,75.0
1.0,55.0
2.0,48.0
3.0,51.0
4.0,69.0
5.0,60.0
6.0,51.0
7.0,52.0
8.0,45.0
9.0,51.0
10.0,51.0
11.0,45.0
12.0,45.0
13.0,51.0
14.0,50.0
15.0,53.0
16.0,56.0
17.0,57.0
18.0,53.0
19.0,54.0
20.0,51.0
21.0,52.0
22.0,50.0
23.0,47.0
24.0,43.0
25.0,47.0
26.0,50.0
27.0,49.0
28.0,46.0
29.0,53.0
30.0,56.0
31.0,56.0
32.0,56.0
33.0,54.0
34.0,50.0
35.0,53.0
36.0,51.0
37.0,46.0
38.0,46.0
39.0,46.0
40.0,46.0
41.0,50.0
42.0,51.0
43.0,50.0
44.0,51.0
45.0,57.0
46.0,57.0
47.0,54.0
48.0,51.0
49.0,54.0
50.0,51.0
51.0,48.0
52.0,46.0
53.0,45.0
54.0,48.0
55.0,47.0
56.0,48.0
57.0,49.0
58.0,53.0
59.0,54.0
60.0,55.0
61.0,55.0
62.0,52.0
63.0,55.0
64.0,54.0
65.0,49.0
66.0,46.0
67.0,48.0
68.0,49.0
69.0,47.0
70.0,48.0
71.0,50.0
72.0,50.0
73.0,53.0
74.0,56.0
75.0,53.0
76.0,50.0
77.0,53.0
78.0,52.0
79.0,53.0
80.0,51.0
81.0,49.0
82.0,46.0
83.0,51.0
84.0,51.0
85.0,50.0
86.0,52.0
87.0,51.0
88.0,47.0
89.0,56.0
90.0,54.0
91.0,53.0
92.0,50.0
93.0,51.0
94.0,49.0
95.0,51.0
96.0,49.0
97.0,48.0
98.0,49.0
99.0,48.0
100.0,51.0
101.0,52.0
102.0,51.0
103.0,52.0
104.0,53.0
105.0,54.0
106.0,56.0
107.0,53.0
108.0,51.0
109.0,48.0
110.0,47.0
111.0,49.0
112.0,48.0
113.0,47.0
114.0,50.0
115.0,51.0
116.0,49.0
117.0,55.0
118.0,58.0
119.0,52.0
120.0,51.0
121.0,53.0
122.0,52.0
123.0,48.0
124.0,49.0
125.0,47.0
126.0,45.0
127.0,48.0
128.0,51.0
129.0,50.0
130.0,53.0
131.0,53.0
132.0,53.0
133.0,55.0
134.0,55.0
135.0,52.0
136.0,51.0
137.0,50.0
138.0,48.0
139.0,48.0
140.0,48.0
141.0,49.0
142.0,48.0
143.0,49.0
144.0,51.0
145.0,54.0
146.0,54.0
147.0,55.0
148.0,52.0
149.0,53.0
150.0,53.0
151.0,54.0
152.0,48.0
153.0,47.0
154.0,47.0
155.0,50.0
156.0,48.0
157.0,51.0
158.0,50.0
159.0,49.0
160.0,50.0
161.0,58.0
162.0,55.0
163.0,51.0
164.0,51.0
165.0,53.0
166.0,53.0
167.0,50.0
168.0,46.0
169.0,44.0
170.0,45.0
171.0,53.0
172.0,50.0
173.0,48.0
174.0,50.0
175.0,54.0
176.0,54.0
177.0,57.0
178.0,54.0
179.0,51.0
180.0,50.0
181.0,52.0
182.0,52.0
183.0,47.0
184.0,46.0
185.0,47.0
186.0,49.0
187.0,51.0
188.0,54.0
189.0,51.0
190.0,50.0
191.0,55.0
192.0,56.0
193.0,54.0
194.0,52.0
195.0,50.0
196.0,48.0
197.0,49.0
198.0,49.0
199.0,46.0
200.0,47.0
201.0,51.0
202.0,50.0
203.0,53.0
204.0,55.0
205.0,52.0
206.0,52.0
207.0,57.0
208.0,55.0
209.0,50.0
210.0,48.0
211.0,48.0
212.0,49.0
213.0,48.0
214.0,47.0
215.0,50.0
216.0,51.0
217.0,50.0
218.0,54.0
219.0,59.0
220.0,51.0
221.0,51.0
222.0,53.0
223.0,52.0
224.0,48.0
225.0,50.0
226.0,48.0
227.0,45.0
228.0,48.0
229.0,53.0
230.0,49.0
231.0,52.0
232.0,54.0
233.0,53.0
234.0,53.0
235.0,56.0
236.0,53.0
237.0,50.0
238.0,49.0
239.0,49.0
240.0,49.0
241.0,48.0
242.0,49.0
243.0,49.0
244.0,51.0
245.0,52.0
246.0,55.0
247.0,54.0
248.0,54.0
249.0,53.0
250.0,54.0
251.0,52.0
252.0,50.0
253.0,47.0
254.0,47.0
255.0,48.0
256.0,49.0
257.0,48.0
258.0,48.0
259.0,52.0
260.0,53.0
261.0,54.0
262.0,56.0
263.0,52.0
264.0,51.0
265.0,56.0
266.0,52.0
267.0,46.0
268.0,46.0
269.0,45.0
270.0,46.0
271.0,48.0
272.0,51.0
273.0,49.0
274.0,50.0
275.0,56.0
276.0,58.0
277.0,56.0
278.0,53.0
279.0,51.0
280.0,51.0
281.0,51.0
282.0,48.0
283.0,45.0
284.0,45.0
285.0,48.0
286.0,50.0
287.0,49.0
288.0,51.0
289.0,51.0
290.0,54.0
291.0,59.0
292.0,56.0
293.0,52.0
294.0,53.0
295.0,51.0
296.0,49.0
297.0,46.0
298.0,47.0
299.0,45.0
300.0,46.0
301.0,49.0
302.0,49.0
303.0,51.0
304.0,56.0
305.0,58.0
306.0,54.0
307.0,54.0
308.0,53.0
309.0,53.0
310.0,48.0
311.0,47.0
312.0,43.0
313.0,45.0
314.0,48.0
315.0,50.0
316.0,49.0
317.0,52.0
318.0,53.0
319.0,56.0
320.0,59.0
321.0,54.0
322.0,52.0
323.0,53.0
324.0,50.0
325.0,46.0
326.0,46.0
327.0,47.0
328.0,45.0
329.0,47.0
330.0,51.0
331.0,50.0
332.0,52.0
333.0,55.0
334.0,56.0
335.0,55.0
336.0,54.0
337.0,53.0
338.0,50.0
339.0,47.0
340.0,45.0
341.0,48.0
342.0,48.0
343.0,45.0
344.0,50.0
345.0,52.0
346.0,51.0
347.0,55.0
348.0,59.0
349.0,51.0
350.0,50.0
351.0,56.0
352.0,52.0
353.0,45.0
354.0,49.0
355.0,48.0
356.0,45.0
357.0,50.0
358.0,53.0
359.0,48.0
360.0,53.0
361.0,55.0
362.0,53.0
363.0,53.0
364.0,54.0
365.0,51.0
366.0,50.0
367.0,48.0
368.0,45.0
369.0,46.0
370.0,51.0
371.0,46.0
372.0,51.0
373.0,54.0
374.0,52.0
375.0,53.0
376.0,58.0
377.0,53.0
378.0,52.0
379.0,56.0
380.0,50.0
381.0,43.0
382.0,48.0
383.0,51.0
384.0,48.0
385.0,48.0
386.0,52.0
387.0,49.0
388.0,50.0
389.0,54.0
390.0,56.0
391.0,52.0
392.0,52.0
393.0,50.0
394.0,54.0
395.0,50.0
396.0,48.0
397.0,46.0
398.0,47.0
399.0,46.0
400.0,54.0
401.0,52.0
402.0,52.0
403.0,50.0
404.0,53.0
405.0,56.0
406.0,56.0
407.0,50.0
408.0,51.0
409.0,49.0
410.0,52.0
411.0,49.0
412.0,48.0
413.0,44.0
414.0,48.0
415.0,49.0
416.0,54.0
417.0,54.0
418.0,52.0
419.0,51.0
420.0,58.0
421.0,57.0
422.0,52.0
423.0,47.0
424.0,50.0
425.0,49.0
426.0,47.0
427.0,47.0
428.0,48.0
429.0,49.0
430.0,49.0
431.0,51.0
432.0,60.0
433.0,56.0
434.0,50.0
435.0,50.0
436.0,56.0
437.0,53.0
438.0,48.0
439.0,46.0
440.0,43.0
441.0,46.0
442.0,51.0
443.0,52.0
444.0,51.0
445.0,51.0
446.0,54.0
447.0,59.0
448.0,56.0
449.0,53.0
450.0,49.0
451.0,49.0
452.0,50.0
453.0,51.0
454.0,46.0
455.0,45.0
456.0,45.0
457.0,53.0
458.0,51.0
459.0,52.0
460.0,54.0
461.0,55.0
462.0,52.0
463.0,57.0
464.0,55.0
465.0,50.0
466.0,47.0
467.0,47.0
468.0,49.0
469.0,48.0
470.0,48.0
471.0,48.0
472.0,49.0
473.0,50.0
474.0,56.0
475.0,58.0
476.0,53.0
477.0,50.0
478.0,54.0
479.0,53.0
480.0,49.0
481.0,47.0
482.0,46.0
483.0,43.0
484.0,49.0
485.0,53.0
486.0,49.0
487.0,51.0
488.0,55.0
489.0,54.0
490.0,57.0
491.0,57.0
492.0,52.0
493.0,47.0
494.0,51.0
495.0,49.0
496.0,47.0
497.0,46.0
498.0,47.0
499.0,49.0
500.0,49.0
0.0,3.0
1.0,57.0
2.0,59.0
3.0,59.0
4.0,67.0
5.0,55.0
6.0,52.0
7.0,65.0
8.0,66.0
9.0,65.0
10.0,58.0
11.0,52.0
12.0,57.0
13.0,62.0
14.0,54.0
15.0,61.0
16.0,56.0
17.0,60.0
18.0,57.0
19.0,64.0
20.0,64.0
21.0,64.0
22.0,62.0
23.0,61.0
24.0,60.0
25.0,60.0
26.0,66.0
27.0,57.0
28.0,59.0
29.0,63.0
30.0,61.0
31.0,61.0
32.0,61.0
33.0,63.0
34.0,61.0
35.0,61.0
36.0,59.0
37.0,62.0
38.0,62.0
39.0,60.0
40.0,61.0
41.0,61.0
42.0,61.0
43.0,63.0
44.0,64.0
45.0,59.0
46.0,63.0
47.0,62.0
48.0,63.0
49.0,62.0
50.0,61.0
51.0,58.0
52.0,64.0
53.0,63.0
54.0,59.0
55.0,63.0
56.0,59.0
57.0,60.0
58.0,64.0
59.0,63.0
60.0,59.0
61.0,62.0
62.0,61.0
63.0,64.0
64.0,63.0
65.0,61.0
66.0,60.0
67.0,63.0
68.0,61.0
69.0,62.0
70.0,63.0
71.0,56.0
72.0,58.0
73.0,63.0
74.0,59.0
75.0,61.0
76.0,59.0
77.0,61.0
78.0,62.0
79.0,62.0
80.0,60.0
81.0,63.0
82.0,62.0
83.0,63.0
84.0,62.0
85.0,62.0
86.0,61.0
87.0,64.0
88.0,63.0
89.0,61.0
90.0,63.0
91.0,60.0
92.0,60.0
93.0,61.0
94.0,61.0
95.0,60.0
96.0,61.0
97.0,59.0
98.0,60.0
99.0,62.0
100.0,62.0
101.0,63.0
102.0,63.0
103.0,61.0
104.0,60.0
105.0,64.0
106.0,60.0
107.0,65.0
108.0,61.0
109.0,60.0
110.0,60.0
111.0,61.0
112.0,60.0
113.0,62.0
114.0,64.0
115.0,55.0
116.0,61.0
117.0,62.0
118.0,62.0
119.0,61.0
120.0,59.0
121.0,59.0
122.0,61.0
123.0,62.0
124.0,59.0
125.0,65.0
126.0,60.0
127.0,59.0
128.0,63.0
129.0,63.0
130.0,63.0
131.0,63.0
132.0,61.0
133.0,60.0
134.0,65.0
135.0,59.0
136.0,63.0
137.0,61.0
138.0,60.0
139.0,58.0
140.0,64.0
141.0,57.0
142.0,60.0
143.0,61.0
144.0,58.0
145.0,60.0
146.0,62.0
147.0,61.0
148.0,60.0
149.0,64.0
150.0,60.0
151.0,62.0
152.0,64.0
153.0,63.0
154.0,62.0
155.0,63.0
156.0,62.0
157.0,61.0
158.0,62.0
159.0,61.0
160.0,60.0
161.0,61.0
162.0,60.0
163.0,61.0
164.0,62.0
165.0,61.0
166.0,60.0
167.0,63.0
168.0,62.0
169.0,61.0
170.0,62.0
171.0,60.0
172.0,61.0
173.0,64.0
174.0,62.0
175.0,62.0
176.0,62.0
177.0,60.0
178.0,62.0
179.0,65.0
180.0,58.0
181.0,61.0
182.0,62.0
183.0,61.0
184.0,62.0
185.0,61.0
186.0,61.0
187.0,61.0
188.0,62.0
189.0,60.0
190.0,63.0
191.0,62.0
192.0,57.0
193.0,63.0
194.0,62.0
195.0,64.0
196.0,61.0
197.0,63.0
198.0,60.0
199.0,63.0
200.0,62.0
201.0,61.0
202.0,62.0
203.0,57.0
204.0,62.0
205.0,62.0
206.0,64.0
207.0,59.0
208.0,64.0
209.0,58.0
210.0,60.0
211.0,63.0
212.0,61.0
213.0,59.0
214.0,62.0
215.0,61.0
216.0,61.0
217.0,64.0
218.0,60.0
219.0,62.0
220.0,62.0
221.0,63.0
222.0,61.0
223.0,63.0
224.0,59.0
225.0,62.0
226.0,63.0
227.0,60.0
228.0,63.0
229.0,60.0
230.0,60.0
231.0,62.0
232.0,63.0
233.0,58.0
234.0,63.0
235.0,61.0
236.0,62.0
237.0,63.0
238.0,62.0
239.0,60.0
240.0,62.0
241.0,62.0
242.0,61.0
243.0,63.0
244.0,60.0
245.0,60.0
246.0,62.0
247.0,62.0
248.0,62.0
249.0,62.0
250.0,58.0
251.0,62.0
252.0,64.0
253.0,59.0
254.0,62.0
255.0,61.0
256.0,61.0
257.0,61.0
258.0,63.0
259.0,59.0
260.0,62.0
261.0,62.0
262.0,61.0
263.0,63.0
264.0,62.0
265.0,59.0
266.0,63.0
267.0,64.0
268.0,59.0
269.0,62.0
270.0,61.0
271.0,60.0
272.0,62.0
273.0,60.0
274.0,60.0
275.0,62.0
276.0,60.0
277.0,61.0
278.0,63.0
279.0,61.0
280.0,60.0
281.0,62.0
282.0,63.0
283.0,62.0
284.0,61.0
285.0,60.0
286.0,61.0
287.0,62.0
288.0,64.0
289.0,62.0
290.0,61.0
291.0,61.0
292.0,59.0
293.0,65.0
294.0,63.0
295.0,59.0
296.0,60.0
297.0,62.0
298.0,57.0
299.0,63.0
300.0,64.0
301.0,58.0
302.0,60.0
303.0,61.0
304.0,60.0
305.0,62.0
306.0,64.0
307.0,59.0
308.0,61.0
309.0,62.0
310.0,62.0
311.0,63.0
312.0,63.0
313.0,59.0
314.0,62.0
315.0,64.0
316.0,58.0
317.0,63.0
318.0,61.0
319.0,61.0
320.0,61.0
321.0,61.0
322.0,59.0
323.0,63.0
324.0,62.0
325.0,59.0
326.0,63.0
327.0,59.0
328.0,61.0
329.0,63.0
330.0,62.0
331.0,60.0
332.0,62.0
333.0,59.0
334.0,61.0
335.0,65.0
336.0,59.0
337.0,61.0
338.0,63.0
339.0,62.0
340.0,61.0
341.0,64.0
342.0,57.0
343.0,58.0
344.0,65.0
345.0,56.0
346.0,59.0
347.0,63.0
348.0,61.0
349.0,60.0
350.0,61.0
351.0,61.0
352.0,62.0
353.0,64.0
354.0,60.0
355.0,63.0
356.0,62.0
357.0,64.0
358.0,61.0
359.0,64.0
360.0,60.0
361.0,61.0
362.0,60.0
363.0,61.0
364.0,62.0
365.0,61.0
366.0,60.0
367.0,58.0
368.0,61.0
369.0,62.0
370.0,62.0
371.0,63.0
372.0,62.0
373.0,59.0
374.0,62.0
375.0,65.0
376.0,59.0
377.0,62.0
378.0,63.0
379.0,59.0
380.0,62.0
381.0,63.0
382.0,61.0
383.0,63.0
384.0,61.0
385.0,59.0
386.0,62.0
387.0,63.0
388.0,58.0
389.0,62.0
390.0,61.0
391.0,61.0
392.0,62.0
393.0,61.0
394.0,62.0
395.0,62.0
396.0,61.0
397.0,62.0
398.0,62.0
399.0,61.0
400.0,62.0
401.0,63.0
402.0,60.0
403.0,61.0
404.0,63.0
405.0,60.0
406.0,61.0
407.0,61.0
408.0,61.0
409.0,61.0
410.0,62.0
411.0,61.0
412.0,61.0
413.0,61.0
414.0,63.0
415.0,61.0
416.0,62.0
417.0,61.0
418.0,62.0
419.0,62.0
420.0,64.0
421.0,61.0
422.0,61.0
423.0,61.0
424.0,61.0
425.0,63.0
426.0,62.0
427.0,61.0
428.0,59.0
429.0,60.0
430.0,63.0
431.0,63.0
432.0,62.0
433.0,61.0
434.0,61.0
435.0,60.0
436.0,63.0
437.0,64.0
438.0,60.0
439.0,60.0
440.0,60.0
441.0,62.0
442.0,63.0
443.0,64.0
444.0,57.0
445.0,61.0
446.0,61.0
447.0,64.0
448.0,62.0
449.0,60.0
450.0,59.0
451.0,61.0
452.0,62.0
453.0,61.0
454.0,65.0
455.0,58.0
456.0,58.0
457.0,62.0
458.0,62.0
459.0,63.0
460.0,61.0
461.0,60.0
462.0,58.0
463.0,63.0
464.0,59.0
465.0,64.0
466.0,61.0
467.0,58.0
468.0,61.0
469.0,63.0
470.0,62.0
471.0,61.0
472.0,66.0
473.0,56.0
474.0,62.0
475.0,64.0
476.0,58.0
477.0,63.0
478.0,61.0
479.0,59.0
480.0,59.0
481.0,66.0
482.0,57.0
483.0,62.0
484.0,61.0
485.0,60.0
486.0,62.0
487.0,63.0
488.0,62.0
489.0,60.0
490.0,62.0
