attendance,[step]
64.0,245.0
68.0,246.0
68.0,247.0
66.0,248.0
65.0,249.0
65.0,250.0
64.0,251.0
67.0,252.0
68.0,253.0
67.0,254.0
65.0,255.0
64.0,256.0
66.0,257.0
64.0,258.0
68.0,259.0
68.0,260.0
66.0,261.0
65.0,262.0
65.0,263.0
64.0,264.0
67.0,265.0
68.0,266.0
67.0,267.0
65.0,268.0
64.0,269.0
66.0,270.0
64.0,271.0
68.0,272.0
68.0,273.0
66.0,274.0
65.0,275.0
65.0,276.0
64.0,277.0
67.0,278.0
68.0,279.0
67.0,280.0
65.0,281.0
64.0,282.0
66.0,283.0
64.0,284.0
68.0,285.0
68.0,286.0
66.0,287.0
65.0,288.0
65.0,289.0
64.0,290.0
67.0,291.0
68.0,292.0
67.0,293.0
65.0,294.0
64.0,295.0
66.0,296.0
64.0,297.0
68.0,298.0
68.0,299.0
66.0,300.0
65.0,301.0
65.0,302.0
64.0,303.0
67.0,304.0
68.0,305.0
67.0,306.0
65.0,307.0
64.0,308.0
66.0,309.0
64.0,310.0
68.0,311.0
68.0,312.0
66.0,313.0
65.0,314.0
65.0,315.0
64.0,316.0
67.0,317.0
68.0,318.0
67.0,319.0
65.0,320.0
64.0,321.0
66.0,322.0
64.0,323.0
68.0,324.0
68.0,325.0
66.0,326.0
65.0,327.0
65.0,328.0
64.0,329.0
67.0,330.0
68.0,331.0
67.0,332.0
65.0,333.0
64.0,334.0
66.0,335.0
64.0,336.0
68.0,337.0
68.0,338.0
66.0,339.0
65.0,340.0
65.0,341.0
64.0,342.0
67.0,343.0
68.0,344.0
67.0,345.0
65.0,346.0
64.0,347.0
66.0,348.0
64.0,349.0
68.0,350.0
68.0,351.0
66.0,352.0
65.0,353.0
65.0,354.0
64.0,355.0
67.0,356.0
68.0,357.0
67.0,358.0
65.0,359.0
64.0,360.0
66.0,361.0
64.0,362.0
68.0,363.0
68.0,364.0
66.0,365.0
65.0,366.0
65.0,367.0
64.0,368.0
67.0,369.0
68.0,370.0
67.0,371.0
65.0,372.0
64.0,373.0
66.0,374.0
64.0,375.0
68.0,376.0
68.0,377.0
66.0,378.0
65.0,379.0
65.0,380.0
64.0,381.0
67.0,382.0
68.0,383.0
67.0,384.0
65.0,385.0
64.0,386.0
66.0,387.0
64.0,388.0
68.0,389.0
68.0,390.0
66.0,391.0
65.0,392.0
65.0,393.0
64.0,394.0
67.0,395.0
68.0,396.0
67.0,397.0
65.0,398.0
64.0,399.0
66.0,400.0
64.0,401.0
68.0,402.0
68.0,403.0
66.0,404.0
65.0,405.0
65.0,406.0
64.0,407.0
67.0,408.0
68.0,409.0
67.0,410.0
65.0,411.0
64.0,412.0
66.0,413.0
64.0,414.0
68.0,415.0
68.0,416.0
66.0,417.0
65.0,418.0
65.0,419.0
64.0,420.0
67.0,421.0
68.0,422.0
67.0,423.0
65.0,424.0
64.0,425.0
66.0,426.0
64.0,427.0
68.0,428.0
68.0,429.0
66.0,430.0
65.0,431.0
65.0,432.0
64.0,433.0
67.0,434.0
68.0,435.0
67.0,436.0
65.0,437.0
64.0,438.0
66.0,439.0
64.0,440.0
68.0,441.0
68.0,442.0
66.0,443.0
65.0,444.0
65.0,445.0
64.0,446.0
67.0,447.0
68.0,448.0
67.0,449.0
65.0,450.0
64.0,451.0
66.0,452.0
64.0,453.0
68.0,454.0
68.0,455.0
66.0,456.0
65.0,457.0
65.0,458.0
64.0,459.0
67.0,460.0
68.0,461.0
67.0,462.0
65.0,463.0
64.0,464.0
66.0,465.0
64.0,466.0
68.0,467.0
68.0,468.0
66.0,469.0
65.0,470.0
65.0,471.0
64.0,472.0
67.0,473.0
68.0,474.0
67.0,475.0
65.0,476.0
64.0,477.0
66.0,478.0
64.0,479.0
68.0,480.0
68.0,481.0
66.0,482.0
65.0,483.0
65.0,484.0
64.0,485.0
67.0,486.0
68.0,487.0
67.0,488.0
65.0,489.0
64.0,490.0
66.0,491.0
64.0,492.0
68.0,493.0
68.0,494.0
66.0,495.0
65.0,496.0
65.0,497.0
64.0,498.0
67.0,499.0
68.0,500.0
12.0,0.0
58.0,1.0
55.0,2.0
49.0,3.0
53.0,4.0
51.0,5.0
49.0,6.0
50.0,7.0
45.0,8.0
48.0,9.0
52.0,10.0
32.0,11.0
43.0,12.0
44.0,13.0
45.0,14.0
45.0,15.0
46.0,16.0
48.0,17.0
41.0,18.0
47.0,19.0
43.0,20.0
49.0,21.0
40.0,22.0
46.0,23.0
45.0,24.0
45.0,25.0
44.0,26.0
44.0,27.0
47.0,28.0
42.0,29.0
46.0,30.0
42.0,31.0
45.0,32.0
42.0,33.0
46.0,34.0
44.0,35.0
44.0,36.0
46.0,37.0
42.0,38.0
47.0,39.0
45.0,40.0
46.0,41.0
42.0,42.0
45.0,43.0
45.0,44.0
45.0,45.0
42.0,46.0
45.0,47.0
47.0,48.0
40.0,49.0
45.0,50.0
45.0,51.0
45.0,52.0
42.0,53.0
46.0,54.0
45.0,55.0
45.0,56.0
44.0,57.0
44.0,58.0
47.0,59.0
42.0,60.0
46.0,61.0
45.0,62.0
45.0,63.0
42.0,64.0
43.0,65.0
46.0,66.0
44.0,67.0
46.0,68.0
42.0,69.0
46.0,70.0
42.0,71.0
46.0,72.0
42.0,73.0
44.0,74.0
45.0,75.0
43.0,76.0
45.0,77.0
44.0,78.0
46.0,79.0
41.0,80.0
45.0,81.0
44.0,82.0
46.0,83.0
43.0,84.0
43.0,85.0
47.0,86.0
42.0,87.0
46.0,88.0
45.0,89.0
45.0,90.0
41.0,91.0
44.0,92.0
44.0,93.0
45.0,94.0
45.0,95.0
44.0,96.0
46.0,97.0
41.0,98.0
45.0,99.0
45.0,100.0
46.0,101.0
43.0,102.0
43.0,103.0
45.0,104.0
43.0,105.0
46.0,106.0
44.0,107.0
46.0,108.0
43.0,109.0
43.0,110.0
43.0,111.0
47.0,112.0
45.0,113.0
43.0,114.0
44.0,115.0
44.0,116.0
45.0,117.0
43.0,118.0
45.0,119.0
46.0,120.0
46.0,121.0
44.0,122.0
44.0,123.0
46.0,124.0
44.0,125.0
45.0,126.0
44.0,127.0
46.0,128.0
45.0,129.0
43.0,130.0
45.0,131.0
45.0,132.0
46.0,133.0
42.0,134.0
45.0,135.0
46.0,136.0
43.0,137.0
45.0,138.0
45.0,139.0
46.0,140.0
43.0,141.0
45.0,142.0
45.0,143.0
46.0,144.0
42.0,145.0
44.0,146.0
47.0,147.0
44.0,148.0
46.0,149.0
44.0,150.0
46.0,151.0
44.0,152.0
45.0,153.0
44.0,154.0
47.0,155.0
46.0,156.0
43.0,157.0
45.0,158.0
44.0,159.0
45.0,160.0
42.0,161.0
45.0,162.0
45.0,163.0
45.0,164.0
44.0,165.0
44.0,166.0
47.0,167.0
42.0,168.0
45.0,169.0
45.0,170.0
46.0,171.0
43.0,172.0
42.0,173.0
46.0,174.0
44.0,175.0
46.0,176.0
42.0,177.0
46.0,178.0
43.0,179.0
45.0,180.0
42.0,181.0
45.0,182.0
47.0,183.0
41.0,184.0
47.0,185.0
45.0,186.0
46.0,187.0
41.0,188.0
45.0,189.0
46.0,190.0
47.0,191.0
43.0,192.0
45.0,193.0
46.0,194.0
39.0,195.0
46.0,196.0
45.0,197.0
46.0,198.0
41.0,199.0
44.0,200.0
45.0,201.0
46.0,202.0
44.0,203.0
44.0,204.0
46.0,205.0
41.0,206.0
46.0,207.0
43.0,208.0
46.0,209.0
42.0,210.0
44.0,211.0
45.0,212.0
43.0,213.0
45.0,214.0
43.0,215.0
46.0,216.0
42.0,217.0
45.0,218.0
44.0,219.0
44.0,220.0
45.0,221.0
44.0,222.0
46.0,223.0
42.0,224.0
45.0,225.0
44.0,226.0
47.0,227.0
43.0,228.0
42.0,229.0
47.0,230.0
43.0,231.0
46.0,232.0
43.0,233.0
45.0,234.0
43.0,235.0
45.0,236.0
42.0,237.0
45.0,238.0
47.0,239.0
42.0,240.0
45.0,241.0
45.0,242.0
44.0,243.0
41.0,244.0
46.0,245.0
45.0,246.0
46.0,247.0
44.0,248.0
44.0,249.0
47.0,250.0
41.0,251.0
47.0,252.0
45.0,253.0
46.0,254.0
42.0,255.0
43.0,256.0
45.0,257.0
44.0,258.0
45.0,259.0
42.0,260.0
46.0,261.0
42.0,262.0
46.0,263.0
42.0,264.0
47.0,265.0
43.0,266.0
43.0,267.0
46.0,268.0
46.0,269.0
46.0,270.0
41.0,271.0
47.0,272.0
43.0,273.0
44.0,274.0
42.0,275.0
44.0,276.0
47.0,277.0
42.0,278.0
49.0,279.0
43.0,280.0
45.0,281.0
43.0,282.0
45.0,283.0
44.0,284.0
46.0,285.0
46.0,286.0
43.0,287.0
46.0,288.0
42.0,289.0
45.0,290.0
44.0,291.0
46.0,292.0
43.0,293.0
42.0,294.0
46.0,295.0
45.0,296.0
47.0,297.0
41.0,298.0
45.0,299.0
43.0,300.0
47.0,301.0
42.0,302.0
43.0,303.0
47.0,304.0
41.0,305.0
48.0,306.0
41.0,307.0
47.0,308.0
42.0,309.0
44.0,310.0
44.0,311.0
46.0,312.0
45.0,313.0
42.0,314.0
46.0,315.0
42.0,316.0
45.0,317.0
43.0,318.0
44.0,319.0
46.0,320.0
46.0,321.0
45.0,322.0
43.0,323.0
45.0,324.0
44.0,325.0
46.0,326.0
43.0,327.0
45.0,328.0
45.0,329.0
41.0,330.0
45.0,331.0
46.0,332.0
46.0,333.0
40.0,334.0
45.0,335.0
45.0,336.0
46.0,337.0
42.0,338.0
45.0,339.0
47.0,340.0
41.0,341.0
48.0,342.0
43.0,343.0
45.0,344.0
42.0,345.0
43.0,346.0
45.0,347.0
47.0,348.0
45.0,349.0
42.0,350.0
46.0,351.0
41.0,352.0
47.0,353.0
42.0,354.0
44.0,355.0
45.0,356.0
44.0,357.0
46.0,358.0
44.0,359.0
45.0,360.0
42.0,361.0
44.0,362.0
43.0,363.0
46.0,364.0
45.0,365.0
44.0,366.0
46.0,367.0
42.0,368.0
44.0,369.0
45.0,370.0
46.0,371.0
43.0,372.0
45.0,373.0
46.0,374.0
42.0,375.0
47.0,376.0
44.0,377.0
46.0,378.0
43.0,379.0
44.0,380.0
45.0,381.0
45.0,382.0
44.0,383.0
44.0,384.0
45.0,385.0
42.0,386.0
45.0,387.0
44.0,388.0
45.0,389.0
46.0,390.0
43.0,391.0
46.0,392.0
44.0,393.0
45.0,394.0
42.0,395.0
44.0,396.0
46.0,397.0
47.0,398.0
42.0,399.0
46.0,400.0
47.0,401.0
42.0,402.0
44.0,403.0
44.0,404.0
47.0,405.0
42.0,406.0
47.0,407.0
43.0,408.0
42.0,409.0
46.0,410.0
45.0,411.0
46.0,412.0
41.0,413.0
47.0,414.0
43.0,415.0
44.0,416.0
43.0,417.0
46.0,418.0
47.0,419.0
42.0,420.0
48.0,421.0
44.0,422.0
44.0,423.0
42.0,424.0
44.0,425.0
46.0,426.0
46.0,427.0
45.0,428.0
42.0,429.0
45.0,430.0
41.0,431.0
45.0,432.0
44.0,433.0
45.0,434.0
45.0,435.0
43.0,436.0
46.0,437.0
45.0,438.0
46.0,439.0
43.0,440.0
45.0,441.0
45.0,442.0
44.0,443.0
44.0,444.0
44.0,445.0
46.0,446.0
43.0,447.0
45.0,448.0
44.0,449.0
46.0,450.0
44.0,451.0
45.0,452.0
45.0,453.0
46.0,454.0
45.0,455.0
44.0,456.0
45.0,457.0
44.0,458.0
46.0,459.0
44.0,460.0
46.0,461.0
46.0,462.0
45.0,463.0
45.0,464.0
45.0,465.0
46.0,466.0
44.0,467.0
45.0,468.0
45.0,469.0
46.0,470.0
43.0,471.0
46.0,472.0
46.0,473.0
45.0,474.0
43.0,475.0
45.0,476.0
46.0,477.0
45.0,478.0
45.0,479.0
45.0,480.0
46.0,481.0
44.0,482.0
45.0,483.0
45.0,484.0
46.0,485.0
45.0,486.0
45.0,487.0
45.0,488.0
45.0,489.0
46.0,490.0
44.0,491.0
45.0,492.0
45.0,493.0
46.0,494.0
44.0,495.0
45.0,496.0
45.0,497.0
45.0,498.0
45.0,499.0
45.0,500.0
75.0,0.0
55.0,1.0
48.0,2.0
51.0,3.0
69.0,4.0
60.0,5.0
51.0,6.0
52.0,7.0
45.0,8.0
51.0,9.0
51.0,10.0
45.0,11.0
45.0,12.0
51.0,13.0
50.0,14.0
53.0,15.0
56.0,16.0
57.0,17.0
53.0,18.0
54.0,19.0
51.0,20.0
52.0,21.0
50.0,22.0
47.0,23.0
43.0,24.0
47.0,25.0
50.0,26.0
49.0,27.0
46.0,28.0
53.0,29.0
56.0,30.0
56.0,31.0
56.0,32.0
54.0,33.0
50.0,34.0
53.0,35.0
51.0,36.0
46.0,37.0
46.0,38.0
46.0,39.0
46.0,40.0
50.0,41.0
51.0,42.0
50.0,43.0
51.0,44.0
57.0,45.0
57.0,46.0
54.0,47.0
51.0,48.0
54.0,49.0
51.0,50.0
48.0,51.0
46.0,52.0
45.0,53.0
48.0,54.0
47.0,55.0
48.0,56.0
49.0,57.0
53.0,58.0
54.0,59.0
55.0,60.0
55.0,61.0
52.0,62.0
55.0,63.0
54.0,64.0
49.0,65.0
46.0,66.0
48.0,67.0
49.0,68.0
47.0,69.0
48.0,70.0
50.0,71.0
50.0,72.0
53.0,73.0
56.0,74.0
53.0,75.0
50.0,76.0
53.0,77.0
52.0,78.0
53.0,79.0
51.0,80.0
49.0,81.0
46.0,82.0
51.0,83.0
51.0,84.0
50.0,85.0
52.0,86.0
51.0,87.0
47.0,88.0
56.0,89.0
54.0,90.0
53.0,91.0
50.0,92.0
51.0,93.0
49.0,94.0
51.0,95.0
49.0,96.0
48.0,97.0
49.0,98.0
48.0,99.0
51.0,100.0
52.0,101.0
51.0,102.0
52.0,103.0
53.0,104.0
54.0,105.0
56.0,106.0
53.0,107.0
51.0,108.0
48.0,109.0
47.0,110.0
49.0,111.0
48.0,112.0
47.0,113.0
50.0,114.0
51.0,115.0
49.0,116.0
55.0,117.0
58.0,118.0
52.0,119.0
51.0,120.0
53.0,121.0
52.0,122.0
48.0,123.0
49.0,124.0
47.0,125.0
45.0,126.0
48.0,127.0
51.0,128.0
50.0,129.0
53.0,130.0
53.0,131.0
53.0,132.0
55.0,133.0
55.0,134.0
52.0,135.0
51.0,136.0
50.0,137.0
48.0,138.0
48.0,139.0
48.0,140.0
49.0,141.0
48.0,142.0
49.0,143.0
51.0,144.0
54.0,145.0
54.0,146.0
55.0,147.0
52.0,148.0
53.0,149.0
53.0,150.0
54.0,151.0
48.0,152.0
47.0,153.0
47.0,154.0
50.0,155.0
48.0,156.0
51.0,157.0
50.0,158.0
49.0,159.0
50.0,160.0
58.0,161.0
55.0,162.0
51.0,163.0
51.0,164.0
53.0,165.0
53.0,166.0
50.0,167.0
46.0,168.0
44.0,169.0
45.0,170.0
53.0,171.0
50.0,172.0
48.0,173.0
50.0,174.0
54.0,175.0
54.0,176.0
57.0,177.0
54.0,178.0
51.0,179.0
50.0,180.0
52.0,181.0
52.0,182.0
47.0,183.0
46.0,184.0
47.0,185.0
49.0,186.0
51.0,187.0
54.0,188.0
51.0,189.0
50.0,190.0
55.0,191.0
56.0,192.0
54.0,193.0
52.0,194.0
50.0,195.0
48.0,196.0
49.0,197.0
49.0,198.0
46.0,199.0
47.0,200.0
51.0,201.0
50.0,202.0
53.0,203.0
55.0,204.0
52.0,205.0
52.0,206.0
57.0,207.0
55.0,208.0
50.0,209.0
48.0,210.0
48.0,211.0
49.0,212.0
48.0,213.0
47.0,214.0
50.0,215.0
51.0,216.0
50.0,217.0
54.0,218.0
59.0,219.0
51.0,220.0
51.0,221.0
53.0,222.0
52.0,223.0
48.0,224.0
50.0,225.0
48.0,226.0
45.0,227.0
48.0,228.0
53.0,229.0
49.0,230.0
52.0,231.0
54.0,232.0
53.0,233.0
53.0,234.0
56.0,235.0
53.0,236.0
50.0,237.0
49.0,238.0
49.0,239.0
49.0,240.0
48.0,241.0
49.0,242.0
49.0,243.0
51.0,244.0
52.0,245.0
55.0,246.0
54.0,247.0
54.0,248.0
53.0,249.0
54.0,250.0
52.0,251.0
50.0,252.0
47.0,253.0
47.0,254.0
48.0,255.0
49.0,256.0
48.0,257.0
48.0,258.0
52.0,259.0
53.0,260.0
54.0,261.0
56.0,262.0
52.0,263.0
51.0,264.0
56.0,265.0
52.0,266.0
46.0,267.0
46.0,268.0
45.0,269.0
46.0,270.0
48.0,271.0
51.0,272.0
49.0,273.0
50.0,274.0
56.0,275.0
58.0,276.0
56.0,277.0
53.0,278.0
51.0,279.0
51.0,280.0
51.0,281.0
48.0,282.0
45.0,283.0
45.0,284.0
48.0,285.0
50.0,286.0
49.0,287.0
51.0,288.0
51.0,289.0
54.0,290.0
59.0,291.0
56.0,292.0
52.0,293.0
53.0,294.0
51.0,295.0
49.0,296.0
46.0,297.0
47.0,298.0
45.0,299.0
46.0,300.0
49.0,301.0
49.0,302.0
51.0,303.0
56.0,304.0
58.0,305.0
54.0,306.0
54.0,307.0
53.0,308.0
53.0,309.0
48.0,310.0
47.0,311.0
43.0,312.0
45.0,313.0
48.0,314.0
50.0,315.0
49.0,316.0
52.0,317.0
53.0,318.0
56.0,319.0
59.0,320.0
54.0,321.0
52.0,322.0
53.0,323.0
50.0,324.0
46.0,325.0
46.0,326.0
47.0,327.0
45.0,328.0
47.0,329.0
51.0,330.0
50.0,331.0
52.0,332.0
55.0,333.0
56.0,334.0
55.0,335.0
54.0,336.0
53.0,337.0
50.0,338.0
47.0,339.0
45.0,340.0
48.0,341.0
48.0,342.0
45.0,343.0
50.0,344.0
52.0,345.0
51.0,346.0
55.0,347.0
59.0,348.0
51.0,349.0
50.0,350.0
56.0,351.0
52.0,352.0
45.0,353.0
49.0,354.0
48.0,355.0
45.0,356.0
50.0,357.0
53.0,358.0
48.0,359.0
53.0,360.0
55.0,361.0
53.0,362.0
53.0,363.0
54.0,364.0
51.0,365.0
50.0,366.0
48.0,367.0
45.0,368.0
46.0,369.0
51.0,370.0
46.0,371.0
51.0,372.0
54.0,373.0
52.0,374.0
53.0,375.0
58.0,376.0
53.0,377.0
52.0,378.0
56.0,379.0
50.0,380.0
43.0,381.0
48.0,382.0
51.0,383.0
48.0,384.0
48.0,385.0
52.0,386.0
49.0,387.0
50.0,388.0
54.0,389.0
56.0,390.0
52.0,391.0
52.0,392.0
50.0,393.0
54.0,394.0
50.0,395.0
48.0,396.0
46.0,397.0
47.0,398.0
46.0,399.0
54.0,400.0
52.0,401.0
52.0,402.0
50.0,403.0
53.0,404.0
56.0,405.0
56.0,406.0
50.0,407.0
51.0,408.0
49.0,409.0
52.0,410.0
49.0,411.0
48.0,412.0
44.0,413.0
48.0,414.0
49.0,415.0
54.0,416.0
54.0,417.0
52.0,418.0
51.0,419.0
58.0,420.0
57.0,421.0
52.0,422.0
47.0,423.0
50.0,424.0
49.0,425.0
47.0,426.0
47.0,427.0
48.0,428.0
49.0,429.0
49.0,430.0
51.0,431.0
60.0,432.0
56.0,433.0
50.0,434.0
50.0,435.0
56.0,436.0
53.0,437.0
48.0,438.0
46.0,439.0
43.0,440.0
46.0,441.0
51.0,442.0
52.0,443.0
51.0,444.0
51.0,445.0
54.0,446.0
59.0,447.0
56.0,448.0
53.0,449.0
49.0,450.0
49.0,451.0
50.0,452.0
51.0,453.0
46.0,454.0
45.0,455.0
45.0,456.0
53.0,457.0
51.0,458.0
52.0,459.0
54.0,460.0
55.0,461.0
52.0,462.0
57.0,463.0
55.0,464.0
50.0,465.0
47.0,466.0
47.0,467.0
49.0,468.0
48.0,469.0
48.0,470.0
48.0,471.0
49.0,472.0
50.0,473.0
56.0,474.0
58.0,475.0
53.0,476.0
50.0,477.0
54.0,478.0
53.0,479.0
49.0,480.0
47.0,481.0
46.0,482.0
43.0,483.0
49.0,484.0
53.0,485.0
49.0,486.0
51.0,487.0
55.0,488.0
54.0,489.0
57.0,490.0
57.0,491.0
52.0,492.0
47.0,493.0
51.0,494.0
49.0,495.0
47.0,496.0
46.0,497.0
47.0,498.0
49.0,499.0
49.0,500.0
3.0,0.0
57.0,1.0
59.0,2.0
59.0,3.0
67.0,4.0
55.0,5.0
52.0,6.0
65.0,7.0
66.0,8.0
65.0,9.0
58.0,10.0
52.0,11.0
57.0,12.0
62.0,13.0
54.0,14.0
61.0,15.0
56.0,16.0
60.0,17.0
57.0,18.0
64.0,19.0
64.0,20.0
64.0,21.0
62.0,22.0
61.0,23.0
60.0,24.0
60.0,25.0
66.0,26.0
57.0,27.0
59.0,28.0
63.0,29.0
61.0,30.0
61.0,31.0
61.0,32.0
63.0,33.0
61.0,34.0
61.0,35.0
59.0,36.0
62.0,37.0
62.0,38.0
60.0,39.0
61.0,40.0
61.0,41.0
61.0,42.0
63.0,43.0
64.0,44.0
59.0,45.0
63.0,46.0
62.0,47.0
63.0,48.0
62.0,49.0
61.0,50.0
58.0,51.0
64.0,52.0
63.0,53.0
59.0,54.0
63.0,55.0
59.0,56.0
60.0,57.0
64.0,58.0
63.0,59.0
59.0,60.0
62.0,61.0
61.0,62.0
64.0,63.0
63.0,64.0
61.0,65.0
60.0,66.0
63.0,67.0
61.0,68.0
62.0,69.0
63.0,70.0
56.0,71.0
58.0,72.0
63.0,73.0
59.0,74.0
61.0,75.0
59.0,76.0
61.0,77.0
62.0,78.0
62.0,79.0
60.0,80.0
63.0,81.0
62.0,82.0
63.0,83.0
62.0,84.0
62.0,85.0
61.0,86.0
64.0,87.0
63.0,88.0
61.0,89.0
63.0,90.0
60.0,91.0
60.0,92.0
61.0,93.0
61.0,94.0
60.0,95.0
61.0,96.0
59.0,97.0
60.0,98.0
62.0,99.0
62.0,100.0
63.0,101.0
63.0,102.0
61.0,103.0
60.0,104.0
64.0,105.0
60.0,106.0
65.0,107.0
61.0,108.0
60.0,109.0
60.0,110.0
61.0,111.0
60.0,112.0
62.0,113.0
64.0,114.0
55.0,115.0
61.0,116.0
62.0,117.0
62.0,118.0
61.0,119.0
59.0,120.0
59.0,121.0
61.0,122.0
62.0,123.0
59.0,124.0
65.0,125.0
60.0,126.0
59.0,127.0
63.0,128.0
63.0,129.0
63.0,130.0
63.0,131.0
61.0,132.0
60.0,133.0
65.0,134.0
59.0,135.0
63.0,136.0
61.0,137.0
60.0,138.0
58.0,139.0
64.0,140.0
57.0,141.0
60.0,142.0
61.0,143.0
58.0,144.0
60.0,145.0
62.0,146.0
61.0,147.0
60.0,148.0
64.0,149.0
60.0,150.0
62.0,151.0
64.0,152.0
63.0,153.0
62.0,154.0
63.0,155.0
62.0,156.0
61.0,157.0
62.0,158.0
61.0,159.0
60.0,160.0
61.0,161.0
60.0,162.0
61.0,163.0
62.0,164.0
61.0,165.0
60.0,166.0
63.0,167.0
62.0,168.0
61.0,169.0
62.0,170.0
60.0,171.0
61.0,172.0
64.0,173.0
62.0,174.0
62.0,175.0
62.0,176.0
60.0,177.0
62.0,178.0
65.0,179.0
58.0,180.0
61.0,181.0
62.0,182.0
61.0,183.0
62.0,184.0
61.0,185.0
61.0,186.0
61.0,187.0
62.0,188.0
60.0,189.0
63.0,190.0
62.0,191.0
57.0,192.0
63.0,193.0
62.0,194.0
64.0,195.0
61.0,196.0
63.0,197.0
60.0,198.0
63.0,199.0
62.0,200.0
61.0,201.0
62.0,202.0
57.0,203.0
62.0,204.0
62.0,205.0
64.0,206.0
59.0,207.0
64.0,208.0
58.0,209.0
60.0,210.0
63.0,211.0
61.0,212.0
59.0,213.0
62.0,214.0
61.0,215.0
61.0,216.0
64.0,217.0
60.0,218.0
62.0,219.0
62.0,220.0
63.0,221.0
61.0,222.0
63.0,223.0
59.0,224.0
62.0,225.0
63.0,226.0
60.0,227.0
63.0,228.0
60.0,229.0
60.0,230.0
62.0,231.0
63.0,232.0
58.0,233.0
63.0,234.0
61.0,235.0
62.0,236.0
63.0,237.0
62.0,238.0
60.0,239.0
62.0,240.0
62.0,241.0
61.0,242.0
63.0,243.0
60.0,244.0
60.0,245.0
62.0,246.0
62.0,247.0
62.0,248.0
62.0,249.0
58.0,250.0
62.0,251.0
64.0,252.0
59.0,253.0
62.0,254.0
61.0,255.0
61.0,256.0
61.0,257.0
63.0,258.0
59.0,259.0
62.0,260.0
62.0,261.0
61.0,262.0
63.0,263.0
62.0,264.0
59.0,265.0
63.0,266.0
64.0,267.0
59.0,268.0
62.0,269.0
61.0,270.0
60.0,271.0
62.0,272.0
60.0,273.0
60.0,274.0
62.0,275.0
60.0,276.0
61.0,277.0
63.0,278.0
61.0,279.0
60.0,280.0
62.0,281.0
63.0,282.0
62.0,283.0
61.0,284.0
60.0,285.0
61.0,286.0
62.0,287.0
64.0,288.0
62.0,289.0
61.0,290.0
61.0,291.0
59.0,292.0
65.0,293.0
63.0,294.0
59.0,295.0
60.0,296.0
62.0,297.0
57.0,298.0
63.0,299.0
64.0,300.0
58.0,301.0
60.0,302.0
61.0,303.0
60.0,304.0
62.0,305.0
64.0,306.0
59.0,307.0
61.0,308.0
62.0,309.0
62.0,310.0
63.0,311.0
63.0,312.0
59.0,313.0
62.0,314.0
64.0,315.0
58.0,316.0
63.0,317.0
61.0,318.0
61.0,319.0
61.0,320.0
61.0,321.0
59.0,322.0
63.0,323.0
62.0,324.0
59.0,325.0
63.0,326.0
59.0,327.0
61.0,328.0
63.0,329.0
62.0,330.0
60.0,331.0
62.0,332.0
59.0,333.0
61.0,334.0
65.0,335.0
59.0,336.0
61.0,337.0
63.0,338.0
62.0,339.0
61.0,340.0
64.0,341.0
57.0,342.0
58.0,343.0
65.0,344.0
56.0,345.0
59.0,346.0
63.0,347.0
61.0,348.0
60.0,349.0
61.0,350.0
61.0,351.0
62.0,352.0
64.0,353.0
60.0,354.0
63.0,355.0
62.0,356.0
64.0,357.0
61.0,358.0
64.0,359.0
60.0,360.0
61.0,361.0
60.0,362.0
61.0,363.0
62.0,364.0
61.0,365.0
60.0,366.0
58.0,367.0
61.0,368.0
62.0,369.0
62.0,370.0
63.0,371.0
62.0,372.0
59.0,373.0
62.0,374.0
65.0,375.0
59.0,376.0
62.0,377.0
63.0,378.0
59.0,379.0
62.0,380.0
63.0,381.0
61.0,382.0
63.0,383.0
61.0,384.0
59.0,385.0
62.0,386.0
63.0,387.0
58.0,388.0
62.0,389.0
61.0,390.0
61.0,391.0
62.0,392.0
61.0,393.0
62.0,394.0
62.0,395.0
61.0,396.0
62.0,397.0
62.0,398.0
61.0,399.0
62.0,400.0
63.0,401.0
60.0,402.0
61.0,403.0
63.0,404.0
60.0,405.0
61.0,406.0
61.0,407.0
61.0,408.0
61.0,409.0
62.0,410.0
61.0,411.0
61.0,412.0
61.0,413.0
63.0,414.0
61.0,415.0
62.0,416.0
61.0,417.0
62.0,418.0
62.0,419.0
64.0,420.0
61.0,421.0
61.0,422.0
61.0,423.0
61.0,424.0
63.0,425.0
62.0,426.0
61.0,427.0
59.0,428.0
60.0,429.0
63.0,430.0
63.0,431.0
62.0,432.0
61.0,433.0
61.0,434.0
60.0,435.0
63.0,436.0
64.0,437.0
60.0,438.0
60.0,439.0
60.0,440.0
62.0,441.0
63.0,442.0
64.0,443.0
57.0,444.0
61.0,445.0
61.0,446.0
64.0,447.0
62.0,448.0
60.0,449.0
59.0,450.0
61.0,451.0
62.0,452.0
61.0,453.0
65.0,454.0
58.0,455.0
58.0,456.0
62.0,457.0
62.0,458.0
63.0,459.0
61.0,460.0
60.0,461.0
58.0,462.0
63.0,463.0
59.0,464.0
64.0,465.0
61.0,466.0
58.0,467.0
61.0,468.0
63.0,469.0
62.0,470.0
61.0,471.0
66.0,472.0
56.0,473.0
62.0,474.0
64.0,475.0
58.0,476.0
63.0,477.0
61.0,478.0
59.0,479.0
59.0,480.0
66.0,481.0
57.0,482.0
62.0,483.0
61.0,484.0
60.0,485.0
62.0,486.0
63.0,487.0
62.0,488.0
60.0,489.0
62.0,490.0
